Id,SalePrice
2658,155697.96098617374
2718,212155.43697011462
2414,200615.18304691568
1989,113084.33940946989
625,163199.34923442185
333,111020.92413841761
1327,114536.24684491311
858,169191.8512166177
95,214543.3186403085
1568,167989.4789355349
2482,182954.77031256154
1364,122213.49271204975
2584,157098.18131195506
818,274488.75433217734
2673,151622.34014354195
2089,107987.7130764752
1297,142117.85559839435
790,118520.45852013363
2616,193276.6490160388
720,218198.97299180832
222,170667.02362414176
557,110502.5199757872
1148,221266.31987142385
2766,151541.5548675937
534,212494.8815788379
1452,127382.11580363935
630,117033.83871458133
2648,105334.02377890871
125,162603.74822604933
1904,45046.91185667242
1670,108949.42634619097
756,87015.94051942676
717,227112.32511610707
1032,149483.7385368187
852,224662.6263713482
1731,178135.45809172545
2639,135239.84299664834
2071,62600.00040343084
1267,108666.92287956557
1851,211003.4031140046
567,171961.1209851317
2439,229087.6501994439
1898,146055.6100500854
647,166479.3592730664
2256,227994.09423585486
979,125883.45919789717
1444,223236.44365959874
2485,111167.82556691326
157,122429.79221827003
88,119298.89264014707
2003,107707.6900706607
186,235113.64078617247
1425,251637.6221986528
2695,125649.27040514324
738,80193.25432174989
395,158284.0285956748
1353,189112.48238690937
1878,136137.15019481676
390,159996.26829160584
1456,229983.59129630745
1103,282722.80885576154
1387,98540.62138317544
2070,139445.09245311125
1199,183923.98241784415
2479,207657.0145234121
501,284403.68030640174
2362,91761.1330973109
1718,199810.40800829418
2188,44286.52424608957
1483,154480.00886540054
2557,68296.80215195777
437,302951.546516373
2224,154824.841918116
1628,178995.3151186352
397,143837.5856933421
587,196282.51168834223
2182,524855.2254786271
971,103964.38603067215
2611,143856.82297071948
1887,90022.20384296805
2399,298207.1698245196
2148,223452.5526825427
304,125611.19800908839
1997,142240.32427583224
2817,100278.20307446212
1431,212647.87112887102
427,312364.05152758723
263,118293.99988310758
598,158221.4674981322
2895,254318.29589124845
687,158611.81809383546
1822,152352.8276889809
2191,96982.21007458052
179,134981.35113107195
1009,237146.91259859747
2010,144478.76601349338
1991,141345.57593606843
1411,170368.9055024448
1721,245725.09276365014
1144,202823.36290668146
593,232060.29201490205
575,356266.85222833697
1249,170296.21471107224
1604,121543.74330629059
1064,412908.33317608444
1923,154934.5632745229
1988,142662.4239948637
2325,167048.34334337877
114,197094.45754056954
2700,216931.07022945475
217,151113.18116781622
343,174367.61301539346
386,242619.38598805945
2005,105272.58741891684
2908,160144.852849899
1814,247264.65884336884
2446,423231.22575662803
208,157614.34928522693
1679,127588.28938470167
822,293054.40303783916
6,191070.2754336243
1781,329461.9629283232
2397,255452.92507915845
2340,307260.336135046
1618,179478.40408554766
2843,144310.81015672072
1061,297737.9399078738
2786,146558.91686133834
1935,129408.51548581416
1341,121891.89780557406
521,253149.17442953505
2136,142973.12695753662
996,186165.4832744932
227,150830.668298395
135,163823.9408242415
1167,174316.8511698467
294,254744.08998054278
1776,228456.48697081665
540,190012.83702556044
1717,199810.40800829418
2303,130683.66486055224
116,177323.13731604166
127,123290.8051190455
1371,126019.36624045337
1014,130169.79844427422
1507,125379.82138885182
702,166525.01137598947
750,151130.34936187157
261,164644.86998536513
1559,52498.101614378626
577,235443.73223409636
2812,220365.36892763508
2080,167439.11359098405
1368,110765.36479188115
2376,109760.38895191776
659,115341.08520753091
1235,138794.75550651728
332,91844.12308071864
1917,134006.70055593844
2094,244777.9878150133
1460,267804.85482896166
1471,195464.58004204824
1509,118532.77421824446
1922,134723.83360044987
433,395206.40691921243
460,267289.16057191044
1116,227258.70988817734
1137,163236.14324783086
53,193680.40103535936
2354,261401.96636996046
1475,222758.41465012653
1761,469681.2616590664
842,150539.2479860484
2739,179317.99966369267
2509,181226.01796129494
1007,217965.76697426505
2610,173340.86272825103
1952,67883.59727662567
2719,210410.75615322858
2921,103421.03141838702
1966,138878.08847409033
292,104721.99977075352
1204,192232.5901346088
1829,259908.43141838262
2419,203335.4687335496
391,156124.79346505846
798,109457.2222284498
481,200727.62353813968
193,180601.2705650912
555,113483.28991719362
899,34323.026994927815
2357,179515.84436771035
328,149139.61109881275
1356,116556.1704744038
1154,103565.4631920296
1730,192693.08361356647
2249,135826.81520823174
1119,244284.3094886117
2856,117571.67272336507
1394,159255.64238809914
2587,115530.34492486314
61,297824.2892112228
2661,185717.35800654063
2711,157677.25977223183
1147,199730.3501984941
757,106133.75748311171
2623,67676.98375493132
2378,158588.00407282615
1413,175800.3945412863
1722,227890.57774659293
1112,224938.49647843168
1623,191467.0479520556
1201,210213.6048931069
1513,115348.11582431232
957,262704.17668185325
1171,251126.3441009533
1145,211285.37794819503
2726,252681.34196951805
703,219011.72978526852
760,92778.2634322954
1964,136487.18588902714
2512,194571.32201876288
159,141043.49554215165
1281,166943.5368759815
468,192553.1748840866
290,103407.44433769165
665,86057.05014396
1463,272709.34445195255
1792,241170.4267673522
923,167245.39083467456
500,265786.4606102711
1408,171751.1575362731
331,85524.46412642195
170,106457.70047002923
2192,80695.08268881678
2571,284630.8482536837
2314,167977.28078881692
2647,95615.96443037126
422,359181.6435785827
2457,297649.93546664447
1838,215732.7382383676
2805,252098.97712905012
1645,167782.6374432855
1711,281081.9991300452
2825,266540.2984646401
322,356324.4484926283
2103,255507.2749928041
342,108933.0211113084
600,112747.48540099093
488,198186.32063337462
1725,308159.3190694465
2246,286384.1590280167
2847,133332.65216703175
806,250772.33089489106
530,242592.18825923107
963,180808.56651839783
2678,90623.27887095143
171,82867.41711467197
2401,359676.6034351486
805,246467.228039996
2259,234765.13645408087
1748,181574.5380140578
1361,152135.84908946216
1677,134810.59819428824
1406,128155.81219319793
2322,276131.589462071
688,167559.6230266066
143,167168.89580296344
804,210235.96800984588
1214,156657.7998841571
2828,143274.56416883052
1999,187225.95133053995
2467,209640.7715023753
2665,157950.7345088386
1538,327105.9003196592
398,107542.4788096674
2822,165797.53100117546
2157,154480.00886540054
1856,184533.43681846594
1269,75769.74539546199
2570,117733.18899766485
2320,273210.96932805295
1517,145373.00547114498
2304,133449.64366936032
1312,70789.27225743177
2012,142601.58212144577
506,234161.72536505072
2865,214395.83085282776
2367,114566.72372063246
554,63023.66792968825
238,133664.9837319321
1954,124210.17663366588
2488,168029.06664556524
2291,88884.08191459885
1969,85071.4815706254
2725,142962.75402022773
1482,154480.00886540054
2763,210704.56122516654
503,240836.6757958853
1584,231741.559069053
1531,146443.59067297284
2210,217886.43418085395
459,308950.3838139119
556,132351.39355386468
1347,149336.83906486072
1290,60784.74335172378
1388,96826.58337277448
1571,228660.6450835304
2754,210491.28009989188
765,140760.05937002765
2494,130650.64545757382
2870,232107.3282029961
7,219486.235470834
1114,236975.33922521927
2418,277790.0278762425
291,184409.2857696976
18,254833.47835611022
39,314025.0987188013
1001,250867.62679746025
2442,256291.2896004356
616,87812.31702735464
2680,57802.57321811114
1414,119466.6720700445
289,141986.61076595783
40,244755.82564315788
860,135270.7841917258
409,138481.73454508532
673,166379.59428035372
2427,195378.12870803056
2036,267753.63072314404
2564,152115.9444454649
642,187783.44845513767
1008,182120.80701244224
1908,161604.8157973683
2519,198234.57321312345
1369,75482.24558276132
2855,158447.17962514513
712,109592.44330517115
1943,141542.17270442928
1958,124341.34790351537
107,150137.90336282563
2295,166550.38388113584
704,101465.10510456964
676,153084.88389992033
259,182641.37498354446
93,270004.0946481328
106,237423.324010264
2315,190358.66432074047
1050,107279.01222259877
1095,202326.81260766843
2709,135853.38581208873
758,116628.97939801581
1496,165500.7671270796
2370,152661.7273794413
2458,256662.16017714085
2733,136967.94484441847
161,307047.653506431
726,130681.7505777221
845,217424.4250637996
947,255316.30622153525
2232,130637.48786720732
2563,159025.53977370253
2299,140751.97068146634
211,69896.6435156027
605,181204.53434183495
1478,214708.54490789847
2247,286384.1590280167
2274,163926.8466665766
2869,178367.09731587197
967,237663.49905423028
2656,153823.31605908985
667,232869.83001388598
1042,121503.78050439007
2023,148527.1078787832
2447,332482.42661213607
2055,116395.28881842528
